Time,Flux
1886.038462886007,14708.178
1886.0398517943172,14679.471
1886.0412407028607,14730.849
1886.042629611171,14690.328
1886.044018519713,14667.724
1886.0454074280224,14692.373
1886.0467963365654,14698.316
1886.0481852448754,14695.783
1886.0495741531847,14700.934
1886.0509630617275,14700.47
1886.0523519700384,14681.258
1886.0537408785813,14670.441
1886.0551297868908,14701.055
1886.0565186954336,14664.889
1886.0579076037438,14663.267
1886.059296512286,14723.977
1886.060685420596,14691.239
1886.0620743291388,14724.196
1886.063463237449,14686.049
1886.0648521459918,14692.359
1886.0662410543018,14716.883
1886.067629962612,14720.261
1886.0690188711542,14691.557
1886.0704077794635,14696.798
1886.0717966880065,14709.892
1886.0731855963165,14690.508
1886.0745745048594,14674.292
1886.0759634131703,14715.73
1886.077352321713,14735.084
1886.0787412300224,14721.455
1886.080130138332,14720.263
1886.0815190468747,14703.734
1886.082907955185,14702.571
1886.084296863727,14719.375
1886.0856857720378,14726.459
1886.0870746805813,14698.018
1886.0884635888908,14697.589
1886.0898524972001,14690.785
1886.091241405743,14686.917
1886.0926303140532,14691.593
1886.0940192225953,14693.125
1886.0954081309055,14700.376
1886.0967970392155,14714.01
1886.0981859477583,14736.845
1886.0995748560686,14709.508
1886.1009637646114,14718.608
1886.1065193980837,14699.009
1886.107908306626,14707.084
1886.109297214936,14725.762
1886.1106861232468,14723.381
1886.1120750317896,14719.876
1886.113463940099,14692.19
1886.1148528486412,14690.677
1886.1162417569512,14705.73
1886.1176306652615,14685.677
1886.1190195738036,14734.738
1886.1204084821143,14745.16
1886.1217973904252,14697.739
1886.1231862989673,14715.135
1886.1245752072768,14711.74
1886.1259641155868,14691.204
1886.1273530241297,14690.515
1886.128741932439,14707.415
1886.130130840982,14689.286
1886.1315197492927,14716.547
1886.132908657603,14678.207
1886.134297566145,14722.151
1886.135686474455,14692.866
1886.137075382765,14715.442
1886.1384642913074,14721.264
1886.1398531996174,14721.0625
1886.1412421079276,14683.76
1886.1426310164697,14707.93
1886.1440199247797,14724.673
1886.1454088330906,14699.343
1886.1467977416335,14687.431
1886.1481866499428,14675.978
1886.1495755582528,14694.282
1886.1509644667958,14699.256
1886.1523533751051,14654.278
1886.1537422834144,14697.77
1886.1551311919582,14683.969
1886.1565201002688,14707.737
1886.1579090085784,14690.478
1886.1592979171205,14702.688
1886.1606868254305,14710.801
1886.1620757337405,14703.846
1886.16346464205,14704.926
1886.1648535505929,14724.238
1886.1662424589035,14681.312
1886.1676313672137,14694.737
1886.1690202757559,14690.658
1886.170409184066,14700.668
1886.171798092376,14714.896
1886.1731870009182,14699.64
1886.1745759092282,14690.137
1886.1759648175384,14728.306
1886.1773537258484,14705.6045
1886.1787426343913,14710.798
1886.1801315427015,14684.767
1886.1815204510115,14698.527
1886.182909359321,14704.726
1886.1842982678638,14703.879
1886.1856871761738,14723.627
1886.1870760844831,14697.922
1886.1884649930255,14705.268
1886.1898539013362,14706.847
1886.191242809647,14712.791
1886.1926317179564,14685.878
1886.1940206264985,14681.6455
1886.1954095348087,14701.886
1886.1967984431187,14703.48
1886.198187351428,14682.065
1886.1995762599709,14699.451
1886.2009651682818,14700.314
1886.2023540765917,14710.635
1886.203742984901,14706.611
1886.2051318932113,14710.85
1886.206520801754,14693.693
1886.2079097100636,14684.444
1886.2092986183736,14710.538
1886.2106875266836,14709.175
1886.2120764352267,14686.682
1886.2134653435367,14688.501
1886.2148542518466,14683.677
1886.2162431601569,14715.454
1886.2176320684662,14706.159
1886.219020977009,14691.604
1886.220409885319,14686.394
1886.2217987936285,14697.162
1886.2231877019385,14715.401
1886.2245766102492,14681.478
1886.2259655187922,14709.241
1886.2273544271015,14703.621
1886.2287433354118,14731.576
1886.2301322437218,14676.638
1886.231521152031,14689.365
